,Job_title,Company_name,Location,Salary,Job_Description
458,R&D Architecture Domain Lead,AstraZeneca,Macclesfield SK10,NaN,"We have an incredible opportunity for an experienced IT Architecture Leader within the Pharmaceutical Research domain! As a senior member of the Research and Development IT Architecture group, you will take responsibility for shaping and driving the architecture across Early Science, and leadership of the Architects deployed into this area.
At AstraZeneca, we are united by a common purpose: to push the boundaries of science to deliver life-changing medicines. This purpose underpins everything we do. Our work helps to make hearts healthier, to help people breathe easier, and to help more people survive cancer. Every single day, we make a difference by delivering potentially life-changing medicines to millions of people worldwide and by leading breakthrough science that promises to transform the treatment of disease. Our IT deliveries to the R&D functions are truly at the heart of making this possible.
We're looking for an individual with a real passion for strategic positioning and the value of Architecture within a key domain. Can you demonstrate outstanding interpersonal skills coupled with the ability to clearly articulate strategic messages in a compelling and exciting way? These qualities will be the foundation to your success.
We want to bring someone into AZ who will be a catalyst for change across all aspects of Early Science, someone that wants to work to partner with the business. Your passion and experience in the following areas will be key:
Communicating difficult and challenging ideas in an engaging way
Advocating and positioning solutions through strong value articulation
Owning the creation of roadmaps, interim states and messaging that will inspire our business partners and underpin our IT deliveries
Partnering with senior leadership and enterprise partners to gain consensus and be inspirational
Building an inclusive environment and collaborating with a diverse team to get the best outcomes
You will bring together Enterprise Architects, Solution Architects, Information Architects and Engineers who will contribute to the crafting of forward-thinking applications and solutions which will transform the way that our AZ Research functions will operate. The role will require a level of international travel.
Key skills and experience?
You will have a proven background in architecture management & solution delivery
You will need great interpersonal skills and a collaborative, enthusiastic approach to delivery
Your style will demonstrate flexibility, understanding the balance between driving the perfect architecture against the need to deliver IT to the business
You can show a background in forward-thinking leadership skills in order to engage, motivate and drive high performance from your team
Exposure to and demonstrable adoption of industry standards and methodologies
Experience of working in Early-Stage pharmaceutical development and particularly Laboratory environments.
We believe the following experience is desirable:
Previous consultancy experience
Experience of being a member of one or more recognised standards councils or working groups
Broad knowledge and experience of the Healthcare industry
An understanding of data, information, AI and Machine-Learning architectures and processes
Agile practices and agile project delivery
If this sounds like you.. Apply Today!
#DataAI"
459,Cancer Bioinformatician,Cambridge Cancer Genomics,Cambridge,NaN,"about which drug to use in
which circumstance.
Our platform, OncOS, makes this data accessible to oncologists and helps power adoption of
precision oncology. Our biomarker discovery engine, OncAI, helps pharmaceutical companies
with complex biomarker discovery for clinical trial stratification and patient selection.


Main duties and responsibilities: You’ll be responsible for developing, launching, scaling and
maintaining core bioinformatics infrastructure and pipelines for NGS data as part of our
bioinformatics team.

We’d like to work with someone who:
Enjoys working and communicating effectively with other great developers
Takes the initiative – we will expect you to take ownership of whatever you work on from
initial direction
Wants to grow with us – as we continue to grow, you’ll be called on to take more
responsibility, mentor others and lead teams
Is willing to learn and be open to criticism
Has a Bachelor's degree in Bioinformatics or Computational Biology or a related technical
field, or equivalent qualification or technical experience
Loves to program with Python
Has experience and understanding of bioinformatics tools for large-scale NGS datasets
Has experience with Unix/Linux environments and knowledge of versioning systems such as
Git
We use lots of other stuff too, and if you’re the right candidate, you’ll enjoy picking up any new
tools or frameworks you don’t already know
Useful experience (although we are open-minded):
Experience in scalable cloud platforms (AWS)
Knowledge of approaches to variant calling
Experience using Docker



Key details:
Competitive salary depending on experience. Also includes equity and bonus-based
remuneration. Our hiring process includes a phone interview, technical challenge, an in-person
interview day and reference checks. We aim to complete the hiring process within 4-6 weeks of
application.

Other benefits include:
Flexible hours (outside of core hours)
Paid personal development days (e.g. hackathons, hosting events, learning to code)
Potential to attend conferences and meetings worldwide
Socials
Free snacks
Generous annual leave allowance
Employee discounts (reduced cinema tickets, exclusive discounts, etc.)

People who join us range from academics at leading university research labs to ambitious young
developers and machine learning engineers. Team CCG.ai is comprised of talented, innovative,
and motivated people that share our vision of transforming cancer treatment. Work at CCG.ai is
incredibly varied and we challenge ourselves daily with interesting problems.


As a team, we are committed to working together to positively impact the lives of cancer patients.
We are looking for talented people who will fit into our diverse, supportive and stimulating team
culture. Our roles will suit people who want space to think creatively, overcome challenges and
work together on world-changing technology.


We care about each other and believe that a great workplace is one that represents the world we
live in and how beautifully diverse it can be. That means we have no judgement when it comes to
any one of the things that make you who you are - your gender, race, sexuality, religion or your
secret aversion to cucumber water.


We work all over the world and often socialise together. You’ll often find us chatting through
interesting problems over a coffee, or playing games with each other over lunch.
Duration: Permanent
Location: Cambridge, UK"
460,People Advisor (Talent Development) 12 month FTC,Hawkwood Partners,London,"£40,000 - £45,000 a year","This is a one year Fixed Term Contract and is the dream opportunity for someone who thrives in fast paced, changeable environments and would like to work for a company which could change the world.
Hawkwood are currently partnering with one of the most advanced technology (Artificial Intelligence/Machine Learning) companies in the world. This is a very unique opportunity for a an ambitious individual, with a passion for talent development to work with some of the smartest minds in this ground-breaking area of innovation.
The purpose of their people team is to both cultivate and optimise their exceptionally talented teams of research scientists, software engineers and program managers from across the world that are shaping the future of technology.
This is an organisation with somewhat uniquely complex people challenges requiring an innovative approach to solving problems. You will sit within a high-performing Talent Development team and will designing bespoke learning programs.
There is significant scope here to grow over time, provided you are prepared to work hard and make the most of a fantastic opportunity. As such you’ll need to confidently take ownership of your role and your own personal development. Of course, a collaborative and helpful team will support you along the way!
The role:
Reporting to a Learning Manager, you will design high-quality learning programs to optimise the performance of Program Managers, Engineers, Research Scientists and members of the Operations team
Developing a deep understanding of the organisation to ensure that programs tackle specific needs and are well-suited to their benefactors
Implement initiatives to ensure a process of continual feedback, aiding the improvement of content and program management over time
Identify and develop strong relationships with external learning partners
Provider longer-term guidance to the organisation on the possibilities within Learning
Continusally assess the working style and approach of the organisation to ensure all opportunities are identified and that learning modules remain relevant
Support on broader learning-related projects
About you:
You will have experience in designing high-quality learning modules for a head-office based client group (ideally technical or research teams)
You will demonstrate the ability to think creatively and push boundaries when it comes to innovative approaches to learning
You will be comfortable in a project management capacity
You will have prior experience in either a Learning/Talent Development role or as a People Generalist with some hands-on learning design experience"
461,C++ (Numerics) Software Developer,Process Systems Enterprise Limited,Hammersmith,NaN,"Department Software Development Group
Employment basis Full-Time, permanent
Location Hammersmith, UK
Start date Immediate
Salary range: Competitive package
PSE overview
Process Systems Enterprise (PSE) is the leading supplier of Advanced Process Modelling software and digital design and operation technology and services to the process industries. Our software products enable our customers to explore the process decision space rapidly, reduce uncertainty and risk and make better, faster and safer design and operating decisions through deeper understanding of their processes.
Currently employing 180 staff worldwide, PSE has a well-established reputation for thought leadership and technology innovation, achieved via a substantial R&D programme spanning more than two decades. Following its recent acquisition by Siemens AG, the company is now embarking on a major further expansion of its R&D activities.
All of PSE’s modelling products are based on the gPROMS Platform, a sophisticated state-of-the-art software platform that supports all aspects of the development of large-scale mathematical models, their formal validation, and the performance of a range of mathematical computations based on these models. The responsibility for the development of the gPROMS Platform is held by PSE’s Software Development Group, comprising an outstanding team of 40 software developers with backgrounds in computer science, mathematics and related disciplines.
Your impact
We are now looking for a highly motivated C++ Software Developer, with particular focus on advanced numerical and symbolic computation applied to the solution and optimization of large systems of nonlinear equations. You will be part of an international, friendly and supportive development team, designing and implementing new functionality and influencing the future architecture of a state-of-art mathematical modelling environment.
As a member of the Software Development Group’s Kernel-and-Solvers team, your duties and responsibilities will include:
Implementing and extending advanced numerical methods for large-scale system simulation and optimization for both conventional and High-Performance Computing hardware platforms.
In collaboration with PSE’s senior Software Architects, devising and implementing novel solution algorithms.
Ensuring software quality and maintainability via appropriate design and testing methodologies.
Understanding user requirements, both from internal PSE groups and external users; where applicable, translating these to development projects.
Resolving critical bug fixes quickly.
Providing technical support to internal and external customers.
Collaborating closely with other gPROMS Platform developers, the Quality Assurance team and our Consultant Engineers to achieve the above objectives.
What qualifications and experience you should have
Essential
PhD in Applied Mathematics/Numerical Analysis with proven direct expertise (including scientific publications) in at least one of the following areas:
Linear/nonlinear algebraic systems
Ordinary and/or partial differential/algebraic systems
Solution of nonlinear programming/mixed integer optimization problems
Distributed computation
Data-driven modelling and/or machine learning
Good knowledge of algorithms relevant to at least two of the above topics.
Experience of C++ programming
Demonstrable object-oriented software design skills
Desirable
Experience in developing multi-threaded applications
Use of unit testing (e.g. GoogleTest) and integration testing
Use of modern version control systems (especially Git)
Cross-platform software development (MS Windows and Linux)
Knowledge of Python scripting language
Experience with data formats such as XML, JSON and HDF5
What skills and attributes we are looking for
Ability to understand complex technical concepts
A desire to learn and strong problem-solving skills
Ability to work independently and as a team member
Ability to communicate well in oral and written communication
What we offer you
We operate an open, diverse and flexible culture, providing independence, opportunity to innovate, early responsibility and open and respected leadership. We have a great working environment that is friendly and supportive, with a real focus on training and development.
As a PSE employee, you will benefit from:
Competitive salary
Company pension
Medical insurance
Group life assurance
26 days of holiday per year, plus 8 days of statutory Bank Holidays
Flexible working hours
Comprehensive internal and external training programs
Excellent career development
Internal coaching sessions with a Professional Coach
Cycle-to-work scheme
Perkbox discount platform
Great office environment, with free fruit, coffee and biscuits, and regular social events
Reimbursement of subscriptions to professional bodies and cost of professional books"
462,"Director, Alexa Shopping",Amazon Dev Centre (London) Ltd,London,NaN,"Bachelor’s degree in Computer Science or related field.
15+ years’ experience managing software product and engineering teams with multiple layers of management.
Strong design, architecture, and problem solving skills
Academic and/or industry experience with one of more of the following domains: machine learning, product graphs, mobile computing, or large-scale distributed systems.
Excellent written and verbal communication skills with the ability to present complex product and technical information in a clear and concise manner to a variety of audiences.

Come be a pioneer.

Echo devices and Alexa are changing the way people all over the world are interacting with computers. We are creating a world where access to information, control of your smart home, and communication with the people you care about most is always just a word away. Just ask Alexa. We are not just imagining the future – we are building it!

The Alexa shopping team in London is creating new ways for customers to search, research, and buy the products they need when they need them and with minimal effort. We help customers go from 'I want that' to 'that's on the way' in a matter of seconds. We build experiences for Echo devices, Fire TV, mobile and the web, combining voice and graphical user interfaces to help customers shop in the way that is most convenient to them.

We are seeking talented and experienced senior leader to help design and build the next generation shopping experiences. You will have the freedom and encouragement to experiment, improve, invent, and innovate on behalf of our customers. You will have an impact on Amazon's new devices and the way customers will shop in the future and have a unique opportunity be a key contributor to building something special from its earliest stages.

You will lead a product and engineering team and will be tasked with solving complex business and technology problems in a fast-paced agile environment, constantly learning and adapting to rapidly evolving customer needs.

What you will work on: You will grow a team of talented and experienced product managers and engineers to define and implement Alexa shopping related experiences that for millions of customers across Echo devices, Fire TV, Mobile and the Web. Your team will develop delightful experiences by building and operating massively scalable services. You will work closely with multiple product managers and engineering leaders from partner teams in Amazon Retail and the Alexa organization.

What we are looking for: We are looking for an exceptional senior leader with substantial proven experience in leading product and engineering teams through periods of growth and high ambiguity. You have a combination of technical background and business acumen that enables you to make quick decisions and guide others in making continuous progress in a brand new product category with limited data.

We are a rapidly expanding small team and you will be required to have solid hiring and new hire development skills. Strong judgment and communication skills, long-term technical and product vision, and continuous focus on inventing on behalf of customers and implementing engineering and operational excellence practices are essential for the success in this role.
You will play an active role in developing business and functional requirements, and will contribute to the strategic direction while being versed in the detail of concrete deliverables.

You will work in partnership with other technology leaders within the team in an environment with a high degree of ambiguity and should relish the idea of collaborating across multiple teams and geographies to solve complex problems.

MBA
A history of working in start-ups and fast paced environments handling multiple, competing priorities
A deep understanding of software development life cycle, and a track record of shipping production quality software on time
The ability to operate production applications at scale with high availability utilizing operational excellence best practices
Exceptional customer relationship skills including the ability to discover the true requirements underlying feature requests, recommend alternative technical and business approaches, and lead engineering efforts to meet aggressive timelines with optimal solutions"
463,Laser welder/ Semi skilled welder,OCS Automotive Engineering,Winchester SO23,NaN,"Full time – 8am – 5pm Monday to Thursday 8am – 3.45pm Friday
Salary - £20 to £30k depending on experience
Permanent position
We are looking for a welder / laser welder to join our highly successful team at OCS Automotive Engineering in Winchester.
Here at OCS we are a full engine reconditioning workshop est1979 and have a vast client base. Our machines range from tuning to manufacturing.
Our customers range from ‘track day’, ‘fast road’ car enthusiasts, motorcyclists and superbike teams all the way through vintage and classic, club racers, British Superbike, Motor GP, World Rally Championship, Top Fuel Drag racers, LeMans, Touring Car, Formulas 1, 2, and 3. We also help commercial fleets and farmers stay operational with general engineering repairs.
You will be operating the latest technology in laser welding. Duties will include welding through a microscope repairing many types of materials such as holes in a water jacket on engines, corrosion, damage and cracks.
Knowledge in materials such as aluminium and steels is a great advantage but not essential. Full training will be given with the laser welder so no experience in laser welding is necessary. If you enjoy welding and would like to try something different then come and see what its all about.
The candidate can also benefit in potentially learning other areas in the engine reconditioning trade.

If you are interested in applying for any of these positions and want to become an engineer in the motor engineering industry or have any questions about the positions, please email your CV or questions to john@ocservice.co.uk or call us on 01962 855969."
464,Senior Software Engineer - Feeds SDLC,Bloomberg,London,NaN,"Real-time market data is at the core of Bloomberg's business and we are responsible for the software that provides it. Our feed handlers consume data from hundreds of exchanges and financial institutions around the world and translate it into normalized streams. The data we provide is flowing into applications across Bloomberg and ultimately is used by clients driving financial markets. Performance and reliability are key features of our software, and our mission is to provide the best quality financial data in the world.
Our team:
Our mission as the Feeds SDLC Team is “Enabling developers to deliver high-quality software fast”. Feeds SDLC is the center of excellence in Feeds for SDLC/DevX topics such as CI/CD pipelines, local development, software quality, software analytics, gamification, automated testing, automated code fixing, and automated code review. We work closely with Developer Experience, CTO and Corporate Security teams and develop engineering-wide solutions or contribute to existing ones to accomplish our mission. We are an enthusiastic team who are all passionate about their jobs and learning more. Feeds SDLC team is also involved in research projects and collaborates with universities in state-of-the-art Software Engineering research.
What’s in it for you:
You will work with a wide-range of technologies and tools (Docker, Python, Groovy, Java, Ruby, C++, Javascript, Jenkins, SonarQube, Node.js, Github Apps, Nexus, Chef, Jupyter Notebook, Apache Spark, Scikit-Learn, SciPy, Hadoop, etc.)
You will have a chance to be involved in research projects and collaborate with universities in state-of-the-art Software Engineering research
You will be working in a diverse, flexible, enthusiastic, close-knit team
You will have opportunities to work together with Feeds developers in different locations around the world (New York, Tokyo, Hong Kong, London)
You’ll need to have:
A passion for learning about new areas and state-of-the-art technologies in SDLC/Developer Experience
Experience with Python, Docker/Docker-compose
Experience with CI/CD pipelines
The ability to learn new technologies and quickly adapt them
Strong communication and collaboration skills, and an interest in working with various development teams who depend on us

We’d love to see:
Experience with Machine Learning
Passion to collect and analyse software engineering data to understand, predict and improve software development process

We'll trust you to:
Design, develop, and deploy applications that accomplish our mission of “Enabling developers to deliver high-quality software fast”
Support and maintain our existing solutions throughout their lifecycle
Collaborate and communicate with various Feeds development teams to provide a high-quality developer experience

At Bloomberg we are extremely proud of our diverse, open, and inclusive culture. We value diversity of thought and perspective in every form. We're looking for engineers with a real passion for writing reusable, efficient solutions to complex problems, who can adapt to an ever-changing market landscape, and who can collaborate and work effectively on small teams to develop software that impacts thousands of financial institutions and decision-makers around the world.
Bloomberg is an equal opportunities employer, and we value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
465,Senior Cost Engineer,Dyson,Malmesbury,NaN,"About us
You will create, develop and drive forward cost saving ideas across a range of products at Dyson from concept through to production. You will be working closely with procurement, engineering, and research and manufacturing engineers bringing to bear your experience and knowledge to challenge and reduce costs with an emphasis on early stage influence on design decisions.
About the role
Build ground up cost estimates for new projects currently being developed within Research Design and Development (RDD).
Conduct reviews with Engineering to calculate future product costs and understand the associated risks and opportunities which could impact a product as it progresses through the development cycle.
Use your experience and knowledge to influence product, assembly and component design to reduce cost where possible.
Work closely with (challenge) Engineering, Operations, Procurement and Finance to agree achievable, but stretching Target costs.
Work with Engineering and Procurement to develop new cost calculation tools.
Minimize cost differences arising on the transfer of cost reports to the SEA Cost Team. Where differences arise ensure that these are fully understood and learning is fed back into the NPI phase.
About you
An engineering / manufacturing degree and preferably previous experience within a costing role.
Demonstrable analytical ability gained in a previous engineering role or similar technical discipline.
Experience of working with and influencing others outside of your immediate team.
Strong verbal and written communication skills.
The ability to manage several projects at the same time and to work under pressure - often to tight deadlines.
A knowledge of Dyson products and the design and development process is beneficial but not essential.
Benefits
27 days holiday plus eight statutory bank holidays
Pension scheme
Performance related bonus
Life assuranceSport centre
Free on-site parking
Subsidized café and restaurants
Discounts on Dyson machines
Interview guidance
We are following the government guidelines regarding COVID19. At this time all interviews will be conducted via video or telephone. We’re taking these precautionary measures to protect both our employee and candidate wellbeing. Our Talent Acquisition team will work with you and provide further information as appropriate."
466,Graphics Driver Engineer (OpenCL),Imagination Technologies,Kings Langley,NaN,"The OpenCL driver team enables Imagination’s world leading GPU performance through the design and development of key compute API driver components. You will be partnering with the Neural Networks team translating algorithms in to compute. Your work in the OpenCL driver will enable our customers to continue building cutting edge applications utilising the latest developments in Machine Learning and Computer Vision. This means that people from all over the globe have a first-class mobile device experience because your software helps their apps to run quickly, efficiently and reliably.
You will work with cutting-edge systems, influence the design of our GPU compute technology and help Imagination to deliver the next big thing in GPU compute. You will partner with other software and hardware engineers in supporting major device manufacturers and OS vendors to ensure their devices work smoothly. Exposed to the full life-cycle of hardware and software development, from initial concepts and research to long-term maintenance, you will play a key role in the design of future PowerVR graphics technology.
You will
Perform hardware and software performance analysis and optimisation of drivers to get the most out of our graphics IP
Support customers and their partners in bringing new products to market
Work with software and hardware teams to improve our next-generation cores
Develop and maintain OpenCL drivers for our current and next generation graphics cores
Abilities make possibilities
Committed to making your customers, stakeholders and colleagues successful, you’re an excellent communicator, listener and collaborator who builds trusted partnerships by delivering what you say, when you say. You’re curious, solutions orientated and a world class problem solver who constantly seeks opportunities to innovate and achieve the best possible outcome to the highest imaginable standard.

You have
C / C++ programming experience
Some experience of using compute APIs like OpenCL, CUDA etc.
You might also have
Some familiarity with compiler architecture and algorithms
An appreciation of multi-threaded and/or parallel computation and the associated challenges
Some experience with driver development or low-level programming
Some assembly language programming
Invent the future
The people at Imagination enable the tech that’s shaping our world, from virtual reality to smart phones, autonomous cars to space probes. It’s their creativity that has enabled Imagination to power world-changing electronic products. Dare to dream big? We’ll encourage you to pursue your dream. We listen, we’re open and we’re honest. Whatever it is you need, you’ll be respected and helped along your way.
.
At Imagination we bring talented individuals together from all walks of life to collaborate effectively and solve some of the world’s most complex technical challenges. We are committed to providing employment opportunities regardless of age, disability, gender, marriage & civil partnership, pregnancy & maternity, race, religion or belief, sex, sexual orientation, or any other protected characteristic by law. If there are preparations we can make to help ensure you have a positive interview experience, please let us know."
467,Senior NLP / ML Researcher,Nerdify,London,NaN,"What will you do?
Lead research projects, mentor research engineers, and stay abreast of the latest technologie
Develop AI-platform tools by using a variety of NLP, Machine Learning (ML), and Deep Learning (DL) technologies
Lead research projects and stay abreast of the latest technologies
Mentor research engineers
You should have experience with:
Researching and developing machine learning and deep learning technologies
Programming languages (preferably Python and Java)"
468,Engineering Technician - Product Design and Development Technician,Kits Training,Brighouse HD6,NaN,"Type: Standard
Level: 3
Duration: 42 – 48 months
Entry Requirements:
GCSE Grade C/4 or above (or able to achieve these grades) in Maths and English
Or progression from Level 1 Study Programme or Level 2 Apprenticeship in Engineering
Role Profile:
Product Design & Development Technicians primarily work on all stages of product creation and modification.
They support activities ranging from early concept feasibility, design and development stages right through to final preparation for launch and customers.
This includes working in concept studios, rapid prototyping, assembly, testing, validating and analysing performance.
Typically they work closely with engineers in bring new concepts to life or supporting redesigns of existing products.
Specific Specialist Knowledge:
understand mathematical techniques, formula and calculations in a product design and development environment
understand material applications and methods of testing (destructive and non- destructive)
understand Computer Aided Design (CAD) methods and applications
understand material joining applications and systems
understand mechanical, electrical, electronic and process control systems
understand measurement, monitoring, testing and diagnostic methods and techniques
Specific Specialist Skills:
read and interpret relevant data and documentation used in the design and development of components, assemblies and systems
produce components and prototypes using a wide range of hand fitting techniques
produce assemblies and rigs using a range of materials and techniques
use mechanical, electrical and electronic testing devices and equipment
produce components and prototypes using a wide range of hand fitting techniques
prepare and using lathes, milling machines, as well as other general or specialist high technology equipment such as 3D printing/additive manufacturing techniques
produce assemblies and rigs using a range of materials and techniques
use a range of mechanical, electrical and electronic testing devices and equipment
apply mechanical principles and joining techniques to develop products, devices and equipment
apply electrical and electronic principles to develop products devices and equipment
identify, diagnose and rectify design problems through the whole creation process including design studio, workshops, test environments or under laboratory conditions
contribute to the business by identifying possible opportunities for improving working practices, processes and/or procedures
Commitment/Off-the-job training:
Apprentices will be required to attend KITS full-time for an initial period of 4-6 months to complete the Level 2 Foundation Competence element.
In addition, Apprentices will attend 1 day per week for 3 academic years to undertake the Development Knowledge element.
Those Apprentices who have not achieve Level 2 Maths and/or English, will also need to attend classes until this level is attained.
There is a minimum requirement of 20% off-the-job training throughout the duration of the Apprenticeship and this is achieved through attendance at the above, practical training, shadowing/mentoring and learning support/time spent during working hours completing assessments/assignments.
Behavioural Skills:
Personal responsibility, resilience and ethics.
2. Work effectively in teams.
Effective communication and interpersonal skills.
Focus on quality and problem solving.
Continuous personal development
Qualifications/Core Skills:
Level 2 Diploma in Advanced Manufacturing Engineering (Foundation Competence)
Level 2 Award for Foundation Phase Gateway Assessment
Level 3 Diploma in Advanced Manufacturing Engineering (Development Competence) – Product Design and Development
Level 3 Diploma in Advanced Manufacturing Engineering (Development Knowledge)
Apprentices without Level 2 English and Maths will need to achieve this level prior to taking End Point Assessment
End Point Assessment:
Upon successful completion of the above Qualifications/Core Skills, Apprentices will prepare for the End Point Assessment Process which covers the following:
Portfolio of evidence including a minimum of 3 examples of competent performance evidence (4 or 5 examples recommended)
An Occupational Competence Validation Interview (Viva)
Professional competence (IMechE) assessment
Employer Endorsement
For further information, please visit the Institute for Apprenticeship website: https://www.instituteforapprenticeships.org/apprenticeship-standards/engineering-technician/
Progression Options:
Level 4 Apprenticeship
HNC / HND in Engineering Qualifications"
469,Technical Support Engineer,Linux Recruit,Cambridge,"£40,000 - £60,000 a year","If you want to provide genuine proactive support and want to move beyond endless password resets, then we have the ideal opportunity for you.
We have the opportunity for you to join a thriving tech company based in Cambridge who are revolutionising the world of fraud prevention.
Using both machine learning and data analytics, they study behaviour patterns to prevent what are becoming ever more complex cases of fraud. They have already gained international renown and are looking to break into new markets across the globe.
Your specialist experience with Linux systems will be key as you look to resolve issues across the command line. Equally important are the communication skills which will allow you to provide the level of customer service needed to deal with customer queries.
What sets this role apart from your usual support role is the license you'll receive to make the role your own. Rather than simply resolving tickets as and when they arise, you'll provide proactive resolutions to customer issues before they cause a problem.
Your workload will consist exclusively of low numbers of highly challenging support issues, allowing you to work in an increasingly testing environments, developing increasingly complex solutions.

If you are open to further detail, click apply below or call me on 07441390072 ."
470,Development Team Lead,Gear4music Tech,Manchester M1,"£50,000 - £65,000 a year","Who we are
Gear4music is the largest retailer of musical instruments and equipment in the UK. Launched in 2003 by Chief Executive Officer Andrew Wass, our sales have grown quickly from £12M to £110M in the past 6 years. We’re not stopping there - we grew by more than 37% in the last year alone!
Who we really are
Here in our technical hub, we really care about people. We want you to grow and develop with us in a fully open and supportive environment. We want to hear your ideas and for you to be yourself in an atmosphere that encourages people’s individual personalities to shine.
We pride ourselves on having a real culture here at Gear4music, we’re not an agency, we’re in-house and offer something that’s more than a token couple of beanbags and a PS4 you don’t have time to play. From important things like having a mental health first aider, silly things like our #toast Slack channel, the occasional #movienights to the D&D club we didn’t even know we had!
We’re techy to the core, with hands-on technical management through to board level. We pride ourselves on our flat structure where our directors sit in with the teams and are only a shoulder tap away when you need them. We encourage honest peer review feedback, even if you’re critiquing your boss. We have an active tech share channel for news, updates and all the latest releases.
Who we’re not
We’re not the kind of people who’ll sell you a job based on gimmicks and recruiter-speak. We know you don’t want to hear how disruptive we are, how unique this opportunity is or how many boundaries we’re pushing
We’re also not an agency. You’ll have a chance to do your best work here, in a team who recognise that quality matters. You won’t be asked to rush work through because the client hasn’t paid for it to be done properly.
There is no need for you to bring your noise cancelling headphones to drown out the sound of the endless sales calls, because we have an open plan office where you’re only surrounded by like-minded individuals.
We truly believe in a healthy work/life balance. Here, our flexible hours allow you to start at a time that suits you, and you’re more likely to be told to go home than to stay late. That means getting home in time to tuck the kids into bed at night or get to that gig you’ve been looking forward to for ages.
We might be a socially active bunch, but if something’s not your bag, there is no forced inclusion. So if those pints down the pub or board game themed socials don’t strike the right chord, you’ve got nothing to worry about.
What we do
Gear4music sell musical instruments and equipment online. Our range includes over 50,000 products from nearly 900 manufacturers. We sell to over 190 countries, across 20 multilingual websites, 9 different currencies, shipping with more than 15 couriers, from 3 hubs in the UK, Germany and Sweden.
Our in-house tech team build and support the completely custom-built platform we use to make all of that possible. The projects you’d work on might include new user-facing features on our website, tweaks to one of our batch order processing systems, a large-scale architecture rework or an integration with a new courier.
Who are you
We’re looking for great leaders, who are self-motivated and love to develop others. You are a motivated, flexible and talented engineer who is enthusiastic about learning new things and challenging themselves.
You will:
Have the soft-skills necessary to manage, mentor and train a team.
Proactively communicate with members of the team, to get to know members of the team and keep on top of their progress. Ensure that learnings are handled properly (e.g. blockers, potential delays, issues for PM)
Hold regular one to ones with all team members to check how they’re getting on, what they’re enjoying, give them an opportunity to highlight any concerns.
Be aware of individual team members’ career aspirations. Work with senior management team to get them there.
Promote a positive, open, communicative attitude and culture within your team.
You will champion new technologies when it’s right for the business.
You’ll also need some personality. You’ll get bonus points if you’ve got strong GIF-game, and we’d love to know what you’re into (even if you’re really passionate about a specific brand of water.) We want to hear all your ideas and we want you to tell us what you think.
What we’re looking for
We want to work with like-minded people who set high standards for themselves and the work that they produce. We’d love it if you were passionate about continuous integration, profiling, unit testing or documentation (or all of the above.)
Some of the skills and experience we’re looking for include:
Being capable of planning and managing the workload of multiple team members to suit multiple project deadlines.
Understand and can implement best practice and design patterns on a inter-project basis.
Collaborate and share knowledge with other team leads.
A solid understanding of object-oriented PHP.
Interface development with HTML5, SCSS, JavaScript (including frameworks like ReactJS, Bootstrap, jQuery, ExtJS).
Strong MySQL knowledge, working with large & complex schemas.
Production experience with Linux environments, and experience with cloud computing.
Experience building highly scalable and complex distributed systems.
A background in commercial development, most likely on E-Commerce or high volume transactional systems.
An interest in web software performance (from micro-optimisations in PHP code, MySQL schemas and queries through to progressive web.)
Knowledge of or experience with any or all of these technologies: Composer, ElasticSearch, Docker, Ansible, Github, Continuous Integration, PHPUnit, Kubernetes, GCP, xhprof.
Don’t worry if you can’t tick all of these boxes! If you did, you might be exaggerating. We’d like to hear from you if this sounds like the kind of tech stack you’re used to working with.
What we can give you
Other than the benefit of working with such a great bunch of people, we also really value your wellbeing and want to ensure you have a lifestyle that helps you get the best of your work and your free time. We work hard to make sure you have clear objectives and will tailor your progression plan with what you want and not just what the business needs.
Great pay, which is never late.
A ‘go home’ culture where no one is expecting you to be still in the office past your working hours.
A personal career development plan and regular one to ones.
Regular pay reviews based on your performance
A Windows, Mac or Linux laptop, and we’ll buy your IDE of choice
Health Assured Employee Assistance Programme, helping you to manage personal issues at work and at home.
A great discount scheme.
A super generous employee referral scheme.
Flexible working hours and no dress code.
Company lunches and social events.
A weekly fruit basket.
Plus all the usual things you’d expect:
Share grant scheme.
Employer pension scheme.
Eyecare vouchers.
Cycle to work scheme.
A great coffee machine and a regular supply of milk (and almond milk)
Tell us what you think
If this sounds like the kind of team you’d like to be a part of, we’d love to hear from you. Get in touch with our recruitment team and we’ll get back to you as soon as possible.
Benefits:
Employee discounts
Company pension
Casual dress
Profit sharing/share options
Company events & social hours
Flexible working hours
Job Types: Full-time, Permanent
Salary: £50,000.00 to £65,000.00 /year
Experience:
managing workflow: 3 years (Preferred)
PHP: 5 years (Required)
MySQL: 5 years (Required)
Mentoring: 3 years (Required)
Work remotely:
Temporarily due to COVID-19"
