,Salary_Average in $,Job_title,Company_name,Location,Job_Description,R_Skills,Java_Skills,SQL_Skills,Spark_Skills,Matlab_Skills,Tensorflow_Skills,NLP_Skills,Python_Skills,C++_Skills
106,63500.0,AI Software Engineer - Leeds based - Excellent package,Employment Solutions,Leeds,"AI Software Engineer - Leeds based - Permanent - Excellent salary & benefits package

My client is a successful and ambitious company built around an excellent engineering team involved in the design, development and manufacture of rugged electronics devices and software for use in Intelligence, Surveillance and Reconnaissance.

They have offices throughout the UK and employs around 80 people. They also have teams around the world supporting its clients to use its leading-edge technology.

They now have a requirement for an AI Software Engineer to join their Software Team to work on their innovative projects.

The AI Software Engineer holds a key role in the company, reporting to the Head of software.

Due to the nature of the role, the AI Software Engineer will need to have a strong background in Microsoft / Linux development using a variety of languages including C++, C#, Python on GStreamer platforms. Previous experience developing Artificial Intelligence / deep learning solutions would be a distinct advantage

THE ROLE

The individual will support the development of the company's products include niche telecommunications and electro-optics, which are used in a range of environments. You will be expected to work with engineering and sales functions to support my clients specialist products being used across its worldwide customer base.

The successful candidate will be responsible for:
Implementation of AI and Machine Learning algorithms
Greenfield development of analytical software utilising the G-Streamer software environment.
Involvement in all aspects of the software lifecycle from software design and implementation, to test verification, deployment and support.
Ensuring strict version control of software developed throughout the software lifecycle.
Following the process of peer reviews, unit testing and automated testing.
Supporting system integration and Evaluation team
Contributing to planning and estimation and working with project managers to ensure the delivery of software to an agreed schedule.
Participating in other business processes (e.g. specification reviews, project milestones, lesson learnt, etc.).

THE PERSON
A passion for technology and engineering.
An ability to learn quickly and a desire to contribute in a fast-moving environment.
Ability to work both in a team and by themselves.

Skills & Qualifications;
Qualified to degree level in a relevant subject.
3+ years commercial software development experience using C, C++, Python
AI / deep learning software development
Machine Learning Algorithm Development
Competency in source control management (Git and SVN).
Experience developing embedded solutions, preferably linux based
DIGITS nvidia deep Learning ecosystem
Experience developing Android and/or IOS mobile applications.
JavaScript Knockout, CSS.
Experience of working with 3rd party software developers.
Strong background developing and debugging web or clientserver/desktop applications.
Agile Development
Agile experience.
Attention to detail
Decision making
Communication
Planning
Team approach
Self-motivation & resilience

If you have the above skills and experience click apply now, alternately send a copy of your CV to john.stead@emp-sol.com - Thanks.",0,1,0,0,0,0,0,1,1
107,60325.0,Junior Software Engineer C++ Maths,Client Server,London,"Junior Software Engineer / C++ Developer (Mathematics Algorithm MSc / PhD). *Remote Interview WHF*. Are you a ""scientifically minded"" Junior Software Engineer looking to work on complex and interesting systems and progress your career? You could be joining a scientific software house and enjoying perks such as flexible working (including the ability to work from home) and a tailor made training and career development path with paid for professional fees and book reimbursements.

The core product is an advanced process simulation, modelling and optimisation software for the process industries (power, biochemical and pharmaceutical), with the current COVID-19 outbreak they are busier than ever. As a Junior Software Engineer you will implement and extend advanced numerical methods for large scale system simulation and optimisation for conventional and high-performance computing hardware platforms. You'll collaborate with senior Software Architects to devise and implement novel solution algorithms ensuring quality and maintainability of software via appropriate design and testing methodologies, continually learning from experts in your field.

Based in West London you'll be working with a diverse international team; the company is able to offer help with relocation to London if necessary and can conduct a remote interview and onboarding process during the current social distancing measures.

Requirements:
Outstanding record of academic achievement, likely to have an MSc or PhD in Applied Mathematics or Numerical Analysis with a good understanding of liner / non-linear algebraic systems; non-liner programming / mixed integer optimisation problems; distributed computation; data driven modelling or machine learning; algorithm development
Commercial C++ development experience with a thorough understanding of Object Orientated Programming
Collaborative with good communication skills, keen to learn and share ideas

As a Junior Software Engineer you will earn a competitive salary (to £55k) plus bonus and benefits including 26 days holiday, pension, private medical insurance, life assurance, childcare vouchers, cycle to work scheme and an endless supply of fruit, toast, coffee and biscuits!

Apply now or call to find out more about this Junior Software Engineer / C++ Developer (Mathematics Algorithm MSc / PhD) opportunity.",1,0,0,0,0,0,0,0,1
108,53975.0,People Advisor (Talent Development) 12 month FTC,Hawkwood Partners,London,"This is a one year Fixed Term Contract and is the dream opportunity for someone who thrives in fast paced, changeable environments and would like to work for a company which could change the world.
Hawkwood are currently partnering with one of the most advanced technology (Artificial Intelligence/Machine Learning) companies in the world. This is a very unique opportunity for a an ambitious individual, with a passion for talent development to work with some of the smartest minds in this ground-breaking area of innovation.
The purpose of their people team is to both cultivate and optimise their exceptionally talented teams of research scientists, software engineers and program managers from across the world that are shaping the future of technology.
This is an organisation with somewhat uniquely complex people challenges requiring an innovative approach to solving problems. You will sit within a high-performing Talent Development team and will designing bespoke learning programs.
There is significant scope here to grow over time, provided you are prepared to work hard and make the most of a fantastic opportunity. As such you’ll need to confidently take ownership of your role and your own personal development. Of course, a collaborative and helpful team will support you along the way!
The role:
Reporting to a Learning Manager, you will design high-quality learning programs to optimise the performance of Program Managers, Engineers, Research Scientists and members of the Operations team
Developing a deep understanding of the organisation to ensure that programs tackle specific needs and are well-suited to their benefactors
Implement initiatives to ensure a process of continual feedback, aiding the improvement of content and program management over time
Identify and develop strong relationships with external learning partners
Provider longer-term guidance to the organisation on the possibilities within Learning
Continusally assess the working style and approach of the organisation to ensure all opportunities are identified and that learning modules remain relevant
Support on broader learning-related projects
About you:
You will have experience in designing high-quality learning modules for a head-office based client group (ideally technical or research teams)
You will demonstrate the ability to think creatively and push boundaries when it comes to innovative approaches to learning
You will be comfortable in a project management capacity
You will have prior experience in either a Learning/Talent Development role or as a People Generalist with some hands-on learning design experience",0,0,0,0,0,0,0,0,0
109,63500.0,Technical Support Engineer,Linux Recruit,Cambridge,"If you want to provide genuine proactive support and want to move beyond endless password resets, then we have the ideal opportunity for you.
We have the opportunity for you to join a thriving tech company based in Cambridge who are revolutionising the world of fraud prevention.
Using both machine learning and data analytics, they study behaviour patterns to prevent what are becoming ever more complex cases of fraud. They have already gained international renown and are looking to break into new markets across the globe.
Your specialist experience with Linux systems will be key as you look to resolve issues across the command line. Equally important are the communication skills which will allow you to provide the level of customer service needed to deal with customer queries.
What sets this role apart from your usual support role is the license you'll receive to make the role your own. Rather than simply resolving tickets as and when they arise, you'll provide proactive resolutions to customer issues before they cause a problem.
Your workload will consist exclusively of low numbers of highly challenging support issues, allowing you to work in an increasingly testing environments, developing increasingly complex solutions.

If you are open to further detail, click apply below or call me on 07441390072 .",0,0,0,0,0,0,0,0,0
110,73025.0,Development Team Lead,Gear4music Tech,Manchester,"Who we are
Gear4music is the largest retailer of musical instruments and equipment in the UK. Launched in 2003 by Chief Executive Officer Andrew Wass, our sales have grown quickly from £12M to £110M in the past 6 years. We’re not stopping there - we grew by more than 37% in the last year alone!
Who we really are
Here in our technical hub, we really care about people. We want you to grow and develop with us in a fully open and supportive environment. We want to hear your ideas and for you to be yourself in an atmosphere that encourages people’s individual personalities to shine.
We pride ourselves on having a real culture here at Gear4music, we’re not an agency, we’re in-house and offer something that’s more than a token couple of beanbags and a PS4 you don’t have time to play. From important things like having a mental health first aider, silly things like our #toast Slack channel, the occasional #movienights to the D&D club we didn’t even know we had!
We’re techy to the core, with hands-on technical management through to board level. We pride ourselves on our flat structure where our directors sit in with the teams and are only a shoulder tap away when you need them. We encourage honest peer review feedback, even if you’re critiquing your boss. We have an active tech share channel for news, updates and all the latest releases.
Who we’re not
We’re not the kind of people who’ll sell you a job based on gimmicks and recruiter-speak. We know you don’t want to hear how disruptive we are, how unique this opportunity is or how many boundaries we’re pushing
We’re also not an agency. You’ll have a chance to do your best work here, in a team who recognise that quality matters. You won’t be asked to rush work through because the client hasn’t paid for it to be done properly.
There is no need for you to bring your noise cancelling headphones to drown out the sound of the endless sales calls, because we have an open plan office where you’re only surrounded by like-minded individuals.
We truly believe in a healthy work/life balance. Here, our flexible hours allow you to start at a time that suits you, and you’re more likely to be told to go home than to stay late. That means getting home in time to tuck the kids into bed at night or get to that gig you’ve been looking forward to for ages.
We might be a socially active bunch, but if something’s not your bag, there is no forced inclusion. So if those pints down the pub or board game themed socials don’t strike the right chord, you’ve got nothing to worry about.
What we do
Gear4music sell musical instruments and equipment online. Our range includes over 50,000 products from nearly 900 manufacturers. We sell to over 190 countries, across 20 multilingual websites, 9 different currencies, shipping with more than 15 couriers, from 3 hubs in the UK, Germany and Sweden.
Our in-house tech team build and support the completely custom-built platform we use to make all of that possible. The projects you’d work on might include new user-facing features on our website, tweaks to one of our batch order processing systems, a large-scale architecture rework or an integration with a new courier.
Who are you
We’re looking for great leaders, who are self-motivated and love to develop others. You are a motivated, flexible and talented engineer who is enthusiastic about learning new things and challenging themselves.
You will:
Have the soft-skills necessary to manage, mentor and train a team.
Proactively communicate with members of the team, to get to know members of the team and keep on top of their progress. Ensure that learnings are handled properly (e.g. blockers, potential delays, issues for PM)
Hold regular one to ones with all team members to check how they’re getting on, what they’re enjoying, give them an opportunity to highlight any concerns.
Be aware of individual team members’ career aspirations. Work with senior management team to get them there.
Promote a positive, open, communicative attitude and culture within your team.
You will champion new technologies when it’s right for the business.
You’ll also need some personality. You’ll get bonus points if you’ve got strong GIF-game, and we’d love to know what you’re into (even if you’re really passionate about a specific brand of water.) We want to hear all your ideas and we want you to tell us what you think.
What we’re looking for
We want to work with like-minded people who set high standards for themselves and the work that they produce. We’d love it if you were passionate about continuous integration, profiling, unit testing or documentation (or all of the above.)
Some of the skills and experience we’re looking for include:
Being capable of planning and managing the workload of multiple team members to suit multiple project deadlines.
Understand and can implement best practice and design patterns on a inter-project basis.
Collaborate and share knowledge with other team leads.
A solid understanding of object-oriented PHP.
Interface development with HTML5, SCSS, JavaScript (including frameworks like ReactJS, Bootstrap, jQuery, ExtJS).
Strong MySQL knowledge, working with large & complex schemas.
Production experience with Linux environments, and experience with cloud computing.
Experience building highly scalable and complex distributed systems.
A background in commercial development, most likely on E-Commerce or high volume transactional systems.
An interest in web software performance (from micro-optimisations in PHP code, MySQL schemas and queries through to progressive web.)
Knowledge of or experience with any or all of these technologies: Composer, ElasticSearch, Docker, Ansible, Github, Continuous Integration, PHPUnit, Kubernetes, GCP, xhprof.
Don’t worry if you can’t tick all of these boxes! If you did, you might be exaggerating. We’d like to hear from you if this sounds like the kind of tech stack you’re used to working with.
What we can give you
Other than the benefit of working with such a great bunch of people, we also really value your wellbeing and want to ensure you have a lifestyle that helps you get the best of your work and your free time. We work hard to make sure you have clear objectives and will tailor your progression plan with what you want and not just what the business needs.
Great pay, which is never late.
A ‘go home’ culture where no one is expecting you to be still in the office past your working hours.
A personal career development plan and regular one to ones.
Regular pay reviews based on your performance
A Windows, Mac or Linux laptop, and we’ll buy your IDE of choice
Health Assured Employee Assistance Programme, helping you to manage personal issues at work and at home.
A great discount scheme.
A super generous employee referral scheme.
Flexible working hours and no dress code.
Company lunches and social events.
A weekly fruit basket.
Plus all the usual things you’d expect:
Share grant scheme.
Employer pension scheme.
Eyecare vouchers.
Cycle to work scheme.
A great coffee machine and a regular supply of milk (and almond milk)
Tell us what you think
If this sounds like the kind of team you’d like to be a part of, we’d love to hear from you. Get in touch with our recruitment team and we’ll get back to you as soon as possible.
Benefits:
Employee discounts
Company pension
Casual dress
Profit sharing/share options
Company events & social hours
Flexible working hours
Job Types: Full-time, Permanent
Salary: £50,000.00 to £65,000.00 /year
Experience:
managing workflow: 3 years (Preferred)
PHP: 5 years (Required)
MySQL: 5 years (Required)
Mentoring: 3 years (Required)
Work remotely:
Temporarily due to COVID-19",0,1,1,0,0,0,0,0,0
111,44450.0,Software Engineer - Python,Harnham,London,"Software engineer
London
£30,000 - 40,000 + Equity (Valued between £10,000 and £50,000)
This highly prestigious start-up has found a very niche gap in the market and are looking for a Software Engineer to help them build an automation platform incorporating the use of AI and machine learning techniques. This platform will ultimately save 100's of man hours and billions of dollars, making it a very attractive piece of software. This company is already being funding by a global bank and supply chain specialist. This opportunity is rare and will give you the chance to work within a vastly growing start-up, work with an incredible team with a combination of trade banking, prior start-up experience and a strong academic background from Imperial, Harvard and Cambridge universities, and an evolving role as they scale-up.
THE COMPANY:
With academic backgrounds across Harvard, Cambridge and Imperial, the talented co-founders have spotted a gap in the shipping market and are building an automation platform using AI and machine learning techniques, looking to save companies billions of dollars. They have also just raised their seed round from leading UK investors (Zoopla, Betfair, Shazam etc).
THE ROLE:
Your role working as a Software Engineer will involve:
Building out and enhancing the software for their ML product
Building a set of scalable APIs
Integrating the platform with a variety of external data sources
Designing, building and maintaining software systems
Ensuring the integrity and coherence of data
Building integration with customer systems and 3rd party platforms
YOUR SKILLS & EXPERIENCE:
What your role as a Software Engineer will require:
Strong commercial experience building software in Python
Solid understanding of computer science fundamentals
Strong ability to understand complex code bases and debugging
Have knowledge of various modern development paradigms (CI/CD, containers, etc)
THE BENEFITS:
The salary for your role as a Software Engineer is between £30,000-40,000.
Along with this salary, the company is offering equity valued between £10,000 and £50,000
HOW TO APPLY:
Please register your interest by sending your CV to Jessica Boss via the Apply link on this page.
Please note that our client is currently freezing hiring for this position for the duration of COVID-19.",0,0,0,0,0,0,0,1,0
112,122237.5,Major Incident/ Problem Manager,Proactive.IT Appointments,London,"Duration: 12 months
Rate: £425 – £450 per day
Location : London
Start Date: ASAP
The Incident/Problem manager will be responsible for IT Infrastructure services engagement and response to Critical Incidents to promptly restore services whilst determining opportunities and driving autonomous solutions to prevent, identify, recover and restore service disruption in a timely manner.
The successful role holder must be passionate about IT infrastructure and the delivery of great customer service. You will be a strong advocate of adhering to documented, reusable policies, process and procedure.
Role Responsibilities:
Incident management and communication for critical incidents
Communicate with clients and stakeholders to ensure they are receiving the right support from IT infrastructure service teams during critical incidents
Ongoing Problem Management which includes; Post Incident reviews, trend analysis, metrics and process improvements
Utilize data science and machine learning techniques to drive predictive analysis to make key decisions to improve overall service assurance
Keep abreast of trends in technology and ensure that you are well positioned to support the changing needs of the marketplace
Continuously innovate service and processes
Minimum Requirements include:
BS in Computer Science, Electrical Engineering or equivalent + 5 years of related experience.
Sr. Engineer or technical PM (with knowledge of Compute, Storage, NW, DB, Collaboration technologies etc.)
Strong understanding of various cloud solutions and providers
Operational Lead expertise in Public Cloud
* Prior experience working in a 24*7 environment, Global support organization would be welcome
Ability to learn and adapt quickly
Willing to work in shifts / weekend coverage if needed
Understanding of programming languages, automation, cognitive skills would be an asset (but training will be provided)
Excellent written and verbal communications kills
Due to the volume of applications received for positions, it will not be possible to respond to all applications and only applicants who are considered suitable for interview will be contacted.",0,0,0,0,0,0,0,0,0
113,46355.0,Engineering Apprentice Trainer,Consilium Recruit,Oxford,"Engineering Apprentice Trainers are needed for a brand new facility due to open at The Culham Science Park in July 2019.

The Manufacturing Technology Centre is collaborating with the UK Atomic Energy Authority (UKAEA) and the Science and Technology Facilities Council (STFC) to train and develop apprentices in a brand-new purpose-built training academy in Oxfordshire.
Courses will be delivered by the MTC, replicating the industry-leading Advanced Manufacturing Training Centre on the MTC campus in Coventry. The AMTC has rapidly built a reputation for equipping apprentices not only with core engineering skills but also the latest advanced manufacturing techniques. The environment is both dynamic and engaging, supporting the next generation of highly skilled and agile Engineers.

We are seeking experienced engineering Trainers, Tutors or Lecturers from a variety of backgrounds such as Hydraulics/Pneumatics, Machine Assembly, Mechanical Maintenance and Manual Machining.

Benefits: The MTC lead the way with a superb suite of benefits including; 33 days holiday, 5 day working week condensed in to 4 days, Smart Holiday system, Life Assurance, Payment of professional subscriptions, Plus many others.

The Role

Duties and responsibilities for the Apprentice Trainer are:

Deliver high quality sessions to learners completing Apprenticeships at Levels 2 and 3, covering various units within Engineering and Manufacturing, such as Hydraulics/Pneumatics, Machine Assembly, Mechanical Maintenance and Manual Machining
Classroom / group based delivery, as well as supporting workplace assessments as required.
Creation and development of lesson plans, schemes of work and resources for delivery sessions.
The successful candidate must be engaging and able to demonstrate energy and passion to motivate / train learners in order to help them realise their potential.
Identify learner`s strengths and weakness` through initial assessment and support them accordingly.
The successful candidate will be flexible with their delivery methods and be able to adapt quickly to learners needs.
Organise and maintain documentation on learners` progress.
Keep up to date with changes within the Engineering / Manufacturing sector.

The Person

The successful candidate for the Apprentice Trainer roles will:

Technical competence one of the following disciplines Hydraulics/Pneumatics, Machine Assembly, Mechanical Maintenance and Manual Machining.
Willingness to achieve a Teaching / Training qualification
Ability and confidence to deliver to groups of learners in a workshop setting
IT literate including Microsoft Office and Ideally in Learning management systems
Be willing to enhance own work-related skills and attend any training courses
Have an industry related qualification such as an NVQ level 3 in engineering manufacture or maintenance and above, Ideally with a teaching or assessing qualification
Assessor or lecturing/training delivery experience within Engineering highly desirable

As part of our safer recruiting process, all applicants will be subject to an Enhanced DBS check prior to being employed within our apprentice team.

To apply please forward an up to date copy of your CV to Alex Harman.",0,0,0,0,0,0,0,0,0
114,63500.0,C++ Software Engineer Bristol,Argo Recruitment Services Limited,Bristol,"Fancy venturing into the world of virtual reality and delving into the wonderful challenge of machine learning and computer vision? Well if so, then this is the opportunity you have been looking for.
My client is looking for an experienced C++ Software Engineer to join their ranks. You will have a minimum of two years commercial experience in C++ (preferably at least C++ 11). It would be advantageous if you have also had some experience with other languages (for example C or C#) but this is not a necessity, as the absolute priority is your C++ expertise.
There are of course other skill sets that my client would love you to have but it would be great if I could go through these in more depth with you over the phone. So, if you would like to hear more about this opportunity, then please send me your CV along with your contact details and we can organise a call.
Benefits:
Discounted/free food
Profit sharing/share options
Private medical/dental insurance
Life insurance
Subsidised commuter solution
Company pension
Reference ID: VRMachLearn/213
Job Types: Full-time, Permanent
Pay: £50,000.00 per year
Experience:
C++: 2 years (Required)",0,0,0,0,0,0,0,0,1
115,73025.0,Data Scientist,Harnham,London,"Data Scientist
Healthcare
London
£60,000 + Benefits

OVERVIEW

Harnham are currently working exclusively with a technology company in the healthcare space who are helping to lead the fight against Covid-19!

They are a specialised consultancy whose work spans across the entire healthcare space, building machine learning-led products to help healthcare companies become more efficient, ultimately with the aim of improving patient care.

As part of a team of 6, you will work alongside Data Engineers, Data Scientists and Analysts on complex data science and machine learning projects, exploring new possibilities to use data to benefit people's well-being across the globe.

This is a great role for someone looking to make use of their data expertise to help the lives of millions!

SKILLS AND EXPERTISE

To be considered for this position you must have the following:
A Masters degree in a quantitative discipline (Maths, Statistics, Computer Science, Physics)
Experience in using machine learning to solve scalable business problems
A proven background in delivering Data Science/Big Data projects for clients
A track record in a customer-facing role is beneficial
A passion for the healthcare space is key

HOW TO APPLY

To be considered for this exciting opportunity, please submit your details using the Apply button on this page. For more information about similar roles please contact Nick Mandella. A remote interview process will be carried out until further notice.",0,0,0,0,0,0,0,0,0
116,63500.0,DV Software Engineer,Sanderson Recruitment Plc,Salford,"Security Clearance is required for this vacancy. Candidates will need to have DV Clearance.
An exciting opportunity to work on unique projects using the latest technologies. Working as part of a team, you will be involved in designing & developing software applications to a high standard across a variety of projects. Working within the national security sector, you will be using the most modern and developing technologies to defend the UK from a range of threats.
You will be supporting on-going agile development projects. The development will build upon a bespoke capability built specifically for the customer, and incorporate a diverse range of new functionality. The ideal candidate will have the following experience:
Degree or equivalent in computer science, engineering or a scientific discipline
Experience in design, development, test and integration of quality software
Experience in Java or C++
Experience or knowledge of key concepts in one of Machine Learning, AI, Data Science or Big Data would be beneficial
If you are interested in working on some truly groundbreaking projects in fields such as Artifical Intelligence or Big Data, there are several opportunities available to you. Various levels of experience are desired.",0,1,0,0,0,0,0,0,1
117,53975.0,JavaScript Engineer,ADLIB,Bristol,"Work on modern and interesting software using Angular & TypeScript.
Flexible working and modern office in a central location.
Dedicated R&D time, events, global conferences.

A world class AI cloud analytics company in central Bristol is looking for an eager and passionate JavaScript Engineer. They are already working with some of the worlds biggest names in technology, consultancy and financial services, this is the chance to work on something truly ground-breaking. Its a great atmosphere for all their technical staff, supporting training and events whenever they can. A highly collaborative environment, the team are always looking for new ways to evolve and fuel the overall business strategy. Due to current times they are busier than ever and looking for people to join remotely.

What skills you'll need

In-depth understanding of JavaScript.
Experience and proficiency with either Angular, React or Vue
Knowledge of back-end development, ideally with nodeJS but others considered.

What skills are desirable

Comfortable using build tools such as NPM and WebPack.
Proficient understanding of asynchronous programming.
Understanding of creating acceptance and unit tests.
Knowledge of serverless, ideally AWS.
Any experience with containerisation would be a bonus (Docker, Kubernetes).
Commitment to follow development best practices and processes.
Self-motivated and driven to deliver, with an ability to be detail-orientated while keeping overall strategy in mind.
Intellectually curious with demonstrated ability to stay on top of new concepts and tools in tech.
Innovative and flexible with the ability to collaborate in a fast-paced results-orientated culture.

What you'll be doing

Working with some of the latest web technologies such as the most recent version of Angular and Node.js, you'll be responsible for building the core components of their world-class enterprise apps for adaptive decision analytics. This company applied machine learning to turn corporate and sales data into personalized nudges to help people make better decisions. You will be collaboratively working with other members of the growing development team of engineers and data scientists to produce a range of captivating desktop and mobile applications for a range of highly credited clients. It's an agile-based environment you'll be working in within the start-up vibe, and with lots of R&D time to research new technologies and methods and introduce them to the team.

What you'll get in return for your experience

A competitive salary of £30K-£55K, lots of training, pension, company bonus and flexi working with remote opportunities. You'll be based in nice central Bristol offices, with one of the most talented and skilled teams in the area; the business is at the real forefront of what they do and so you'll never have a boring day and will always be learning something new! You'll get to interact with clients working for huge multinational corporations. This is a business that's always looking to be ahead of the rest and value their teams' personal development so you'll also be given opportunities to attend industry events and conferences. As the company grows throughout 2020 and beyond, you'll have good opportunities for future progression.

What's next?

If you are interested and would like to find out more or apply please get in touch with Mike - 01179269530; mike@adlib-recruitment.co.uk",0,1,0,0,0,0,0,0,0
118,193675.0,Data Science Director,Consortia,London,"Data Science Director – Central London - paying up to £165,000 + bonus + flexible working

Are you a Head of Data Science / Data Science Manager looking to move into Directorship and work with a world-renowned organisation where you can be a part of something that truly makes a difference in the Data Insights space? Do you have experience working with large Data teams from collecting the data right the way up to optimising with ML algorithms? Fancy working on making a UK’s highest ranked platform of it’s kind even better for the community across the globe with the insights you’re helping to build?

The brand I’m working with has a name which is recognised instantly and they’re now building a brand-new data team from the ground up in house who are leading their market with the highest ranked app in the industry, this success has stemmed a push for them to bring development and technology in house for the organisation and take that one step further.

As a Data Science Director you will be passionate about turning the raw material of data into advanced insights, and applying the latest in machine learning research in advanced but practical ways to drive new innovative products forward to transform an industry.

Being the key board member in the team, you will have an eye for achieving quality data insights and sharing your ideas, the CEO wants you to be able to demonstrate high-level requirements that are intuitive, reliable and functional whilst having the experience to push growth which is sustainable.

This really is an opportunity to make a difference, as you help establish and promote best practice and standards in the data team.

If you want to be the Data Science Director in this Leadership team, you’ll need to do the following:
Playing a proactive leadership role in building a world class data science team that uses machine learning and deep learning, combined with high quality software engineering to build industry-leading applied AI products
You will be personally developing solutions and models using appropriate machine learning and deep learning approaches (including both well-established techniques and the latest in research) and guiding and assisting less experienced team members
Playing a proactive, leading role in providing data science input to product strategy, design and road-mapping, coordinating with Data Science colleagues on new opportunities coming from research, and selecting appropriate solutions to business opportunities
Attracting and recruiting very capable data scientists and data engineers, and line management and capability development of the team, including twice-yearly personal development cycles
Advising on the operationalisation of machine learning and data science within this world leading Data Insights company
Managing data science contributions to product development, planning and coordinating with product management and engineering management colleagues and ensuring timely delivery and adequate quality control

Sound good? Apply today so you don't miss out!

If this Data Science Director role isn’t quite right, don’t worry I have many jobs on my desk which is currently live such as Head of Data Science, Lead Data Scientist, Senior Data Science, Data Engineer. Please give me a shout onclick apply.",0,0,0,0,0,0,0,0,0
119,82550.0,Python Data Pipeline Engineer (GCP),Sentinel,London,"Data Pipeline Engineer (Python/GCP)
My client, an award-winning data and analytics consultancy are looking to hire a talented Data Pipeline Engineer.
You’ll be contributing to the build of their world-class SaaS-based machine learning platform that helps B2C companies to engage 1-1 with each of their customers individually.
You should have proven ability to lead the design and engage in the build and implementation of complex data solutions and services as you’ll bridge the gap between the data science components and technical implementation, taking an active role on both sides and defining how the application works.
What we're looking for:
As Data Pipeline Engineer, you should have proven ability to lead the design and engage in the build and implementation of complex data solutions and services. You will bridge the gap between the data science components and technical implementation, taking an active role on both sides and defining how the application works. You will also have proven experience using Google Cloud tools for big data services.
You'll also have responsibility for:
Develop the Back-end components of the product.
Make technical decisions in collaboration with the CTO.
Collaborate with the Product Manager and other team members / stakeholders.
Requirements
Strong python programming skills as an end-to-end software developer or data engineer
Proven in-depth experience working in a Google Cloud environment
Experience with architecting solutions in the Cloud (ideally GCP, but Azure and AWS experience would also be beneficial)
An agile mindset with a desire to build rapid prototypes and iterate.
Have knowledge of most of the following technologies and services and willingness to learn the rest:
o App Engine
o Dataflow
o BigQuery
o Firestore or Datastore
o AI Platform
o Kubernetes
o Machine Learning & TensorFlow
Benefits:
Work from home opportunities
Flexible working hours
Reference ID: DAT016
Job Types: Full-time, Permanent
Salary: £50,000.00 to £80,000.00 /year
Work remotely:
Temporarily due to COVID-19",0,0,0,0,0,1,0,1,0
120,60325.0,Head of Computer Vision,ADLIB,London,"A rapidly growing, recently funded DeepTech start-up based in Central London is currently looking for an ambitious Head of Computer Vision to lead all Computer Vision and Deep Learning projects, building and managing an exceptional Computer Vision team, and take ownership of disrupting an industry in a way not seen before.

The role is a once in a lifetime role to work on cutting edge Computer Vision & Deep Learning projects, the opportunity to build a world-class team while using your expertise to working on something incredibly disruptive.

You will be backed by a world-class team of people with a wealth of start-up, industry, DeepTech experience while being recently funded and advised by global investors who have back exceptionally successful companies.

What you’ll be doing

Leading all 3D Computer Vision & Deep Learning projects
Manage the exciting Computer Vision & Deep Learning team while hiring world-class talent as the team grows quickly
Working closely with their world-class research partners, attending world-leading conferences, and translating said research insights into new features and products. (however, this is not a research engineer position)
Working alongside the Product and Sales teams to implement customer requirements, help shape the product roadmap, and getting involved with some customer success to ensure that their Tier 1 customers are kept happy.

Who we are looking for

Several years’ experience designing and implementing 3D Computer Vision systems
Ability and experience or strong potential to lead a team
You’ll have a Ph.D. or Masters in a highly relevant field like 3DComputer Vision, Machine Vision, Computer Graphics, or Robotics.
Strong proficiency in Python and you love generating high-quality & scalable code. Any experience with other programming languages such as C/C++, Javascript, Ruby, or similar is a bonus.
Familiar with Computer Vision libraries like PCL & OpenCV and modern Deep Learning frameworks like Tensorflow, Caffe or Pytorch
Passionate about working in an early stage start-up using your expertise to solve a huge issue in an industry that needs to be disrupted.

Please apply with the latest copy of your CV and provide the best number to call you on. If you think you are a great fit for the role then please email me on jake@adlib-recruitment.co.uk.

ADLIB is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",1,1,0,0,0,1,0,1,1
121,95250.0,Data Engineer,Linux Recruit,Cambridge,"Want to work for a European leading AI company who are solving interesting and hard problems to service millions of people daily? This could be the role for you!

They are a VC secured AI company, who are developing the latest autonomous vehicle solutions to be implanted across European transportation networks. You'll be building and implementing a mix of on-premise and cloud infrastructure to support their growing data requirements for AI/Machine learning and domain analysis, also working to deliver the companies-wide platform and using new technologies to help improve their current infrastructure.

They're looking for candidates who are experienced with the Hadoop ecosystem of tools, or their AWS parallels, and are happy working with petabyte-scale datasets. Also have experience with deploying containerized applications and workloads in production and who are fascinated by the newest technology.

This is a great opportunity to work for a company looking to change the future and working with the latest technology.

If this is of interest to you, then click apply below or ring me on 07441391334 for further information.",0,0,0,0,0,0,0,0,0
